Age,Gender,Income,Employment Type,Experience,Loan Amount,Loan Duration,Credit History,Payment History,Existing Loans,Debt,Savings,EMI,Credit Card Utilization,Loan Purpose,Marital Status,Education,Default History,Interest Rate,Monthly Balance,Credit Mix,Payment Behaviour,Outstanding Debt,Monthly Salary,Occupation,Target
38,Female,83535.77,Scientist,13,99321.86,12,10,Good,1,3531.62,29245.76,2069.21,37.56,Medical,Divorced,Diploma,1,14,459.52,Standard,High_spent_Medium_value_payments,179.22,4766.68,Entrepreneur,Not Creditworthy
24,Female,36496.38,Developer,1,76916.27,24,26,Poor,1,1328.69,17750.72,1602.42,25.77,Medical,Single,Bachelor,1,5,399.67,Standard,High_spent_Medium_value_payments,1240.64,3743.26,Engineer,Not Creditworthy
36,Female,19590.31,Doctor,10,146642.77,24,10,Excellent,2,1131.45,8641.4,6110.12,29.69,Education,Single,High School,0,18,437.56,Standard,High_spent_Medium_value_payments,1659.15,3098.66,Musician,Creditworthy
36,Male,94454.1,Unemployed,11,200745.39,36,8,Good,3,1342.61,28774.8,5576.26,36.91,Home,Single,Bachelor,0,7,457.62,_,High_spent_Medium_value_payments,998.9,2451.12,Lawyer,Creditworthy
20,Female,19267.17,Mechanic,0,202549.82,48,8,Good,6,1732.19,8574.54,4219.79,31.88,Car,Single,Bachelor,1,1,512.63,Good,High_spent_Small_value_payments,796.88,7052.59,Accountant,Not Creditworthy
27,Male,20373.24,Writer,3,50000,84,9,Average,1,1517.43,14688.84,1041.67,39.79,Car,Single,Master,1,8,563.08,Good,!@9#%8,300.63,5343.7,Accountant,Not Creditworthy
40,Female,123847.04,Manager,17,50000,36,17,Excellent,2,1417.89,76035.47,1041.67,40.06,Education,Single,Master,0,27,219.22,Bad,Low_spent_Small_value_payments,3723.83,1562.46,Accountant,Creditworthy
27,Female,76113.09,Entrepreneur,6,72545.22,36,10,Good,0,1127.46,47981.9,1511.36,33.98,Business,Married,High School,1,26,339.29,Bad,High_spent_Medium_value_payments,1952.97,4315.88,Journalist,Not Creditworthy
18,Female,101500.92,Mechanic,0,50000,36,21,Good,2,835.46,63571.68,1041.67,39.9,Business,Married,High School,1,31,254.22,Bad,Low_spent_Small_value_payments,3580.71,1655.08,Entrepreneur,Not Creditworthy
33,Male,60938.13,Doctor,8,120728.79,36,18,Excellent,8,3947.24,24689.35,3353.58,29.56,Home,Married,Master,1,14,733.98,Standard,!@9#%8,902.37,7000.6,Writer,Not Creditworthy
18,Male,20083.06,Engineer,0,231700.25,12,22,Good,3,2381.47,13706.15,6436.12,37.55,Education,Divorced,Master,1,27,295.61,Standard,Low_spent_Small_value_payments,1353.77,0,Journalist,Not Creditworthy
22,Male,16852.63,Engineer,0,113709.36,36,7,Good,0,775.22,12186.69,4737.89,34.06,Medical,Single,High School,1,11,764.44,Good,!@9#%8,923.85,10221.3,_______,Not Creditworthy
50,Male,111395.61,Scientist,24,117032.77,12,14,Good,1,939.87,49766.83,3250.91,34.52,Medical,Single,Diploma,0,7,176.48,Good,Low_spent_Small_value_payments,1073.76,3595.6,Media_Manager,Creditworthy
65,Female,62835.08,Entrepreneur,41,50000,12,14,Good,1,306.85,13094.64,1388.89,40.86,Education,Single,Master,0,11,144.11,Standard,Low_spent_Small_value_payments,1079.72,2398.82,Mechanic,Creditworthy
52,Male,97961.96,Lawyer,27,92080.8,12,5,Good,0,750.95,50386.95,2557.8,36.75,Education,Married,Bachelor,0,34,233.82,Bad,Low_spent_Small_value_payments,2725.14,1530.29,Engineer,Creditworthy
26,Male,97791.42,Musician,4,76680.55,12,15,Good,0,107.41,64136.57,3195.02,38.65,Personal,Single,Master,0,20,322.65,Standard,Low_spent_Large_value_payments,2374.04,1843.08,Writer,Creditworthy
19,Female,113781.39,Media_Manager,0,76906.95,36,8,Good,0,1030.2,32136.18,1281.78,32.04,Business,Married,Bachelor,1,7,280.15,Standard,High_spent_Small_value_payments,1266.84,1603.3,Lawyer,Not Creditworthy
39,Male,10000,Accountant,16,146383.89,36,21,Excellent,2,457.13,2307.29,12198.66,28.7,Personal,Married,Master,1,17,280.11,_,Low_spent_Medium_value_payments,3531.62,1564.18,Scientist,Not Creditworthy
37,Female,65736.51,Entrepreneur,14,50000,12,22,Average,5,758.44,34546.18,1388.89,35.95,Education,Married,Master,1,17,322.15,_,Low_spent_Medium_value_payments,1173.7,6284.61,Engineer,Not Creditworthy
31,Female,30909.93,Mechanic,5,109043.8,60,23,Excellent,1,1202.05,5421.26,9086.98,28.78,Home,Single,Bachelor,0,17,315.32,Bad,High_spent_Medium_value_payments,2731.73,0,Entrepreneur,Creditworthy
20,Male,59154.04,Manager,0,50000,84,21,Good,1,1346.13,20212.84,1041.67,41.3,Car,Married,Bachelor,1,5,307.43,Standard,Low_spent_Large_value_payments,580.31,2721.54,Architect,Not Creditworthy
23,Male,101912.13,Unemployed,2,164519.2,24,11,Good,0,99242.27,19066.11,4569.98,29.45,Education,Single,Diploma,0,28,332.93,Bad,High_spent_Medium_value_payments,4795.13,4295.41,Media_Manager,Creditworthy
18,Female,145934.16,Journalist,0,81549.88,24,19,Good,1,1334.34,80955.95,1359.16,37.09,Car,Single,Bachelor,1,19,322.6,Standard,!@9#%8,1456.01,2872.8,Doctor,Not Creditworthy
36,Female,25621.01,Developer,13,91356.52,12,17,Good,2,1336.73,14545.41,7613.04,29.65,Medical,Married,High School,0,30,256.26,Standard,Low_spent_Small_value_payments,1766.86,849.94,Engineer,Creditworthy
45,Female,42947.49,Lawyer,23,85022.74,24,6,Excellent,2,2266.69,26054.01,7085.23,41.52,Business,Single,Master,1,11,322.73,_,Low_spent_Medium_value_payments,169.86,1173.09,Journalist,Not Creditworthy
26,Male,53906.25,Media_Manager,3,101432.16,60,21,Excellent,7,742.33,4656.47,8452.68,30.86,Education,Single,Bachelor,1,10,376.29,Good,High_spent_Large_value_payments,992.78,2039.08,Teacher,Not Creditworthy
26,Female,19853.35,Entrepreneur,2,50000,24,22,Average,2,816.46,9535.72,4166.67,28.15,Personal,Married,High School,1,23,435.75,_,High_spent_Medium_value_payments,1498.09,2658.76,Accountant,Not Creditworthy
18,Female,15544.47,Engineer,0,157113.24,24,20,Good,5,2909.71,6368.9,3273.19,36.73,Education,Married,Master,1,21,179.11,Bad,Low_spent_Small_value_payments,4071.62,1012.48,Developer,Not Creditworthy
23,Male,70003.82,Teacher,1,203104.26,12,17,Excellent,8,1263.1,30221.98,8462.68,33.49,Education,Single,High School,1,15,437.61,_,High_spent_Medium_value_payments,527.16,5086.58,Architect,Not Creditworthy
40,Male,19078.93,Journalist,14,50000,48,873,Average,0,265.86,2910.67,833.33,30.43,Home,Married,Diploma,0,32,0,Bad,Low_spent_Small_value_payments,3997.22,0,Mechanic,Creditworthy
45,Male,42947.49,Lawyer,23,182171.46,24,9,Average,2,2266.69,18123.88,7590.48,30.32,Home,Single,Bachelor,1,5,940.13,Good,High_spent_Large_value_payments,1131.7,0,Teacher,Not Creditworthy
25,Male,34668.59,Teacher,1,118920.13,36,22,Excellent,3,291.46,4711.47,9910.01,38.13,Education,Married,Bachelor,1,21,241.9,Standard,High_spent_Small_value_payments,1843.93,3038.51,Engineer,Not Creditworthy
53,Male,17992.78,Engineer,28,85363.97,60,22,Excellent,0,565.22,11739.05,1422.73,34.18,Medical,Married,High School,1,2,252.08,_,Low_spent_Small_value_payments,122.65,5476.93,Lawyer,Not Creditworthy
26,Male,77418.52,Mechanic,2,113973.93,60,19,Excellent,7,3962.08,56161.2,4748.91,23.11,Medical,Married,High School,1,6,402.15,_,High_spent_Large_value_payments,565.22,1769.4,Engineer,Not Creditworthy
25,Male,68171.55,Musician,1,126804.56,60,14,Good,1,1049.75,27753.78,2641.76,26.74,Car,Married,High School,1,10,561.99,_,High_spent_Medium_value_payments,0,4306.59,Scientist,Not Creditworthy
38,Male,34773.31,Scientist,13,56872.65,12,7,Excellent,2,82.07,24188.63,1579.8,29.96,Education,Married,Bachelor,0,12,282.56,Standard,High_spent_Small_value_payments,1472.7,2955.61,Journalist,Creditworthy
32,Male,33386.25,Mechanic,8,131626.94,84,23,Good,3,1343.67,24242.74,3656.3,36.72,Personal,Married,Bachelor,0,12,291.2,_,Low_spent_Large_value_payments,1472.7,2955.61,Journalist,Creditworthy
52,Female,11855.82,Mechanic,26,125288.35,60,16,Excellent,1,735.37,8950.22,2088.14,30.45,Education,Single,Bachelor,0,16,670.92,Standard,High_spent_Medium_value_payments,1127.46,6281.76,Entrepreneur,Creditworthy
22,Female,124033.96,Teacher,0,105845.25,84,10,Good,4,574.88,38801.98,4410.22,29.16,Education,Single,Master,0,23,283.04,_,Low_spent_Medium_value_payments,2271.53,1313.49,Teacher,Creditworthy
18,Male,10000,Unemployed,0,78363.76,36,23,Excellent,4,2354.21,4573.83,2176.77,37.74,Personal,Single,Bachelor,1,6,58.36,_,Low_spent_Small_value_payments,2371.53,3496.69,Engineer,Not Creditworthy
59,Male,42544.34,Writer,33,72993.68,24,18,Good,4,1428.68,14825.67,1520.7,24.29,Medical,Single,Bachelor,0,23,0,Bad,Low_spent_Small_value_payments,3343.32,6184.92,Manager,Creditworthy
41,Female,97059,Journalist,19,125858.51,36,21,Good,0,192.99,61090.95,2097.64,28.63,Personal,Married,Bachelor,1,15,247.11,Bad,Low_spent_Small_value_payments,2388.85,0,Media_Manager,Not Creditworthy
36,Female,68173.92,Teacher,14,133155.55,36,13,Good,5,3117.01,28009,3698.77,33.05,Education,Married,Bachelor,1,26,281.97,Standard,Low_spent_Small_value_payments,1941.95,692.81,Accountant,Not Creditworthy
48,Male,69869.92,Accountant,24,76431.62,48,16,Good,2,220.97,46520.94,3184.65,37.73,Education,Married,Bachelor,1,29,298.7,Bad,!@9#%8,4761.49,1403.81,Journalist,Not Creditworthy
18,Male,40375.78,Manager,0,50000,48,12,Poor,8,3619.68,17883.15,1388.89,27.55,Home,Single,Master,1,1,457.16,Good,High_spent_Small_value_payments,487.44,3331.35,Musician,Not Creditworthy
39,Female,30346.35,Unemployed,13,151657.84,60,23,Poor,7,523.56,20615.25,3159.54,30.51,Car,Married,Master,1,1,102.33,_,Low_spent_Large_value_payments,212.49,7434.72,Media_Manager,Not Creditworthy
50,Female,174179.64,Scientist,25,78427.32,60,6,Good,1,1355.93,15140.79,1307.12,24.04,Education,Married,Bachelor,0,25,185.05,Bad,Low_spent_Medium_value_payments,3053.16,6810.19,Lawyer,Creditworthy
24,Female,42941.85,Unemployed,2,66904.28,12,8,Average,3,2328.67,33953.39,1115.07,34.21,Business,Single,Bachelor,1,12,383.03,_,High_spent_Small_value_payments,576.44,2785.91,Entrepreneur,Not Creditworthy
18,Female,33082.87,Entrepreneur,0,154891.24,60,24,Excellent,4,576.44,9818.32,2581.52,30.74,Medical,Married,Bachelor,1,10,409.47,_,High_spent_Large_value_payments,291.46,3143.05,Teacher,Not Creditworthy
28,Male,20308.26,Teacher,7,62548.74,60,7,Average,6,1967.12,7004.35,1303.1,36.24,Business,Single,Bachelor,1,7,353.37,Standard,High_spent_Medium_value_payments,687.87,2430.72,Manager,Not Creditworthy
26,Male,17028.31,Media_Manager,0,127237.64,12,19,Good,0,43.02,9965.25,3534.38,27.24,Medical,Married,Master,0,20,467.94,Bad,High_spent_Medium_value_payments,1400.16,5242.95,Entrepreneur,Creditworthy
29,Female,46264.71,Mechanic,8,166388.82,24,22,Good,0,3025.1,33219.23,4621.91,31.96,Medical,Single,Bachelor,1,15,587.64,Standard,!@9#%8,281.42,9259.8,Doctor,Not Creditworthy
49,Male,65912.38,Accountant,23,125768.01,24,13,Average,0,300.63,10379.49,2620.17,39.92,Business,Married,Bachelor,0,17,184.45,_,Low_spent_Small_value_payments,226.31,2702.14,_______,Creditworthy
23,Male,34601.35,Engineer,0,88623.75,84,7,Good,2,68.23,14774.36,7385.31,35.61,Personal,Single,Diploma,1,27,472.7,Bad,Low_spent_Medium_value_payments,3886.33,5325.02,Entrepreneur,Not Creditworthy
26,Female,15013.73,Manager,2,108679.92,12,8,Average,6,1403.17,6650.93,2264.16,26.95,Education,Married,Master,1,7,277.81,_,Low_spent_Small_value_payments,319.85,2462.83,Entrepreneur,Not Creditworthy
28,Male,45139.08,Doctor,3,102757,60,9,Good,6,1419.66,35146.7,2854.36,38.56,Car,Single,Bachelor,1,15,413.34,Standard,Low_spent_Medium_value_payments,1635.19,0,Media_Manager,Not Creditworthy
38,Male,22361.25,Scientist,14,115561.5,60,3,Good,2,46.05,15071.14,4815.06,32.48,Personal,Single,Master,0,15,357.53,_,!@9#%8,355.39,1164.14,Mechanic,Creditworthy
40,Male,98197.74,Accountant,15,50000,24,13,Poor,3,627.5,25588.85,833.33,39.16,Medical,Married,High School,1,11,808.31,Good,High_spent_Large_value_payments,985.01,9747.99,Developer,Not Creditworthy
18,Other,19078.93,Journalist,0,165834.44,84,7,Good,0,265.86,7094.61,13819.54,29.63,Education,Married,Bachelor,1,29,281.41,_,!@9#%8,2403.26,3352.68,Media_Manager,Not Creditworthy
34,Female,14851.27,Teacher,12,78953.27,60,23,Good,6,2867.66,2587.55,6579.44,35.63,Business,Married,Bachelor,1,18,695.48,Standard,Low_spent_Large_value_payments,519.3,10872.27,Musician,Not Creditworthy
35,Female,18843.62,Lawyer,10,134602.08,36,11,Good,5,1266.84,10795.56,11216.84,33.19,Education,Single,Bachelor,1,9,1177.86,Good,High_spent_Medium_value_payments,108.82,13725.2,Doctor,Not Creditworthy
30,Male,59426.06,Unemployed,5,127513.48,24,21,Good,8,1684.06,31063.95,3542.04,24.46,Medical,Single,Bachelor,1,18,357.29,Standard,High_spent_Medium_value_payments,348.7,4806.73,Journalist,Not Creditworthy
56,Male,24018.71,Journalist,30,177876.08,60,15,Good,3,1440.63,15761.23,7411.5,31.37,Medical,Single,Master,0,10,24.29,Good,Low_spent_Small_value_payments,1235.48,4946.62,Developer,Creditworthy
34,Female,31741.57,Lawyer,9,50000,48,11,Excellent,1,1231.17,15517.45,4166.67,33.23,Medical,Divorced,Bachelor,0,34,208.7,Bad,!@9#%8,4983.86,1455.3,Media_Manager,Creditworthy
19,Male,500000,Architect,0,128857.93,24,14,Poor,2,45.37,66541.04,5369.08,37.83,Education,Single,Master,0,20,268.69,Standard,Low_spent_Large_value_payments,2305.13,1853.21,Architect,Creditworthy
18,Male,94454.1,Teacher,0,90434.01,36,2,Excellent,0,1342.61,41187.28,1507.23,26.06,Home,Single,High School,1,14,378.54,Standard,Low_spent_Large_value_payments,179.22,4766.68,Entrepreneur,Not Creditworthy
28,Male,15398.95,Mechanic,5,256040.83,48,5,Good,4,138592.31,1730.36,7112.25,28.14,Business,Married,Bachelor,1,19,1297.28,_,High_spent_Large_value_payments,185.7,0,_______,Not Creditworthy
30,Female,132872.72,Engineer,6,50000,48,7,Good,2,89.68,8609.32,1388.89,29.36,Personal,Single,Diploma,0,3,248.56,Good,Low_spent_Small_value_payments,339.11,1904.95,Doctor,Creditworthy
21,Female,53916.84,Developer,0,50000,48,20,Good,8,2560.45,40880.7,2083.33,33.75,Home,Single,High School,1,12,265.16,_,Low_spent_Small_value_payments,695.85,2015.51,Lawyer,Not Creditworthy
36,Male,108415,Writer,14,148384.29,36,20,Average,1,1075.84,40383.13,2473.07,35.19,Car,Single,PhD,1,15,205.71,Standard,Low_spent_Small_value_payments,931.32,1308,Manager,Not Creditworthy
42,Male,99480.44,Doctor,18,109782.68,36,16,Good,3,1287.76,78570.7,1829.71,38.32,Home,Married,Diploma,0,20,317.71,Standard,Low_spent_Large_value_payments,819.71,1056.93,Lawyer,Creditworthy
39,Male,25399.68,Accountant,18,53316.1,12,528,Average,3,1495.03,11983.63,1110.75,23.59,Personal,Married,Bachelor,1,4,221.98,_,Low_spent_Small_value_payments,1483.59,2342.36,Writer,Not Creditworthy
26,Female,34426.25,Manager,0,74006.84,48,12,Average,3,267.49,24499.48,6167.24,34.57,Personal,Single,Master,1,8,678.73,_,Low_spent_Medium_value_payments,100.49,9002.72,Developer,Not Creditworthy
36,Female,68173.92,Unemployed,11,93864.55,60,19,Good,5,3117.01,53978.21,1564.41,29.48,Medical,Single,Bachelor,1,32,250.65,Standard,Low_spent_Large_value_payments,2602.69,519.13,Manager,Not Creditworthy
22,Female,27347.9,Scientist,0,125028.76,48,9,Excellent,1,1274.89,15201.23,10419.06,35.35,Business,Married,Master,1,28,262.64,_,Low_spent_Small_value_payments,4385.27,1327.18,Teacher,Not Creditworthy
38,Female,40391.66,Architect,16,115237.61,36,16,Excellent,3,1950.62,6304.3,4801.57,26.2,Home,Married,Diploma,0,18,252.26,Bad,!@9#%8,1990.69,804.63,Manager,Creditworthy
18,Female,31633.54,Manager,0,123954.51,60,2,Excellent,3,846.45,8307.4,5164.77,25.49,Car,Single,Diploma,1,29,312.42,Bad,High_spent_Large_value_payments,4761.49,1403.81,Journalist,Not Creditworthy
27,Female,162550.32,Writer,3,110668.17,24,11,Poor,1,789.13,40177.87,3074.12,36.53,Personal,Married,Master,0,22,375.81,Standard,Low_spent_Large_value_payments,2138.6,2910.94,Developer,Creditworthy
33,Female,81427.02,Teacher,11,75287.71,24,11,Good,4,17.81,42981.22,1568.49,37.7,Medical,Single,High School,1,14,258.52,Standard,Low_spent_Large_value_payments,471.81,1157.9,Musician,Not Creditworthy
47,Female,72947.6,Scientist,25,129186.51,36,19,Good,4,1425.02,31473.32,10765.54,38.48,Education,Single,Bachelor,1,3,228.6,Good,Low_spent_Medium_value_payments,151.33,3511.24,Journalist,Not Creditworthy
36,Male,130793.12,Lawyer,10,51097.78,48,8,Excellent,3,298.13,30948.57,1064.54,31.76,Personal,Married,Master,1,9,650.87,Good,Low_spent_Medium_value_payments,338.95,8309.46,Media_Manager,Not Creditworthy
18,Male,144546.72,Scientist,0,97372.84,36,11,Excellent,2,1045.11,91132.54,8114.4,40.84,Personal,Married,Bachelor,1,1,969.72,Good,High_spent_Large_value_payments,1030.2,9549.78,Media_Manager,Not Creditworthy
41,Female,17122.37,Lawyer,18,130287.79,12,18,Good,2,1663.18,2194.73,2714.33,38.38,Education,Married,Master,0,21,335.98,Standard,Low_spent_Small_value_payments,1517.43,1845.77,_______,Creditworthy
29,Female,32900.5,Architect,4,73083.33,84,18,Poor,2,47.18,18886.64,6090.28,30.51,Education,Single,Diploma,1,8,674.91,Good,High_spent_Medium_value_payments,599.54,8044.9,Mechanic,Not Creditworthy
36,Male,57219.92,Writer,12,50000,24,22,Average,6,4935.76,13424.5,1388.89,31.65,Home,Married,High School,1,10,275.23,Standard,Low_spent_Medium_value_payments,569.8,782.04,Lawyer,Not Creditworthy
46,Other,35235.18,Media_Manager,21,168200.52,12,15,Good,3,2388.85,12428.74,3504.18,26.4,Home,Married,Bachelor,1,17,291.76,_,Low_spent_Small_value_payments,605.24,8413.03,Writer,Not Creditworthy
33,Male,18969.19,Accountant,8,50000,12,5,Good,0,54.82,10564.2,2083.33,32.65,Personal,Single,Bachelor,0,27,266.34,Bad,High_spent_Large_value_payments,1912.96,825.18,Musician,Creditworthy
24,Female,64249.44,Mechanic,0,50000,12,18,Excellent,7,1450.31,49719.06,1041.67,26.39,Personal,Single,Master,1,14,346.32,Standard,High_spent_Large_value_payments,458.8,1768.93,Doctor,Not Creditworthy
18,Female,10000,Doctor,0,103117.6,36,14,Poor,1,1580.91,6024.9,2148.28,34.01,Education,Single,Master,1,15,320.94,Bad,High_spent_Large_value_payments,3957.01,0,Engineer,Not Creditworthy
36,Male,27678.24,Lawyer,14,143899.85,48,22,Good,4,722.28,10453.28,2398.33,32.36,Education,Single,High School,1,6,299.2,_,High_spent_Large_value_payments,0,955.82,Accountant,Not Creditworthy
49,Male,25877.95,Doctor,24,83897.5,48,23,Good,1,1111.34,8782,2330.49,38.78,Medical,Married,Bachelor,0,16,181.91,Standard,Low_spent_Small_value_payments,1073.94,2300.37,Accountant,Creditworthy
18,Male,49441.62,Manager,0,148844.46,84,21,Excellent,5,3119.6,6786.13,2480.74,27.45,Business,Single,Diploma,1,17,371.18,Bad,High_spent_Small_value_payments,2845.49,3380.5,Teacher,Not Creditworthy
18,Male,29840.22,Lawyer,0,82850.09,60,14,Average,7,2716.57,13271.3,1380.83,27.85,Business,Married,Master,1,2,308.74,Good,Low_spent_Medium_value_payments,467.64,0,Media_Manager,Not Creditworthy
25,Female,69407.8,Journalist,1,165726.16,48,16,Average,1,1221.95,35361.41,3452.63,40.36,Business,Single,Bachelor,1,1,561.88,Good,High_spent_Medium_value_payments,950.36,7266.69,Engineer,Not Creditworthy
25,Male,73362.2,Accountant,4,121677.19,24,18,Good,2,738.81,43502.5,2534.94,27.3,Home,Married,PhD,1,8,207.02,Standard,Low_spent_Small_value_payments,1942,0,Lawyer,Not Creditworthy
48,Female,35670.66,Writer,24,88065.19,12,12,Good,0,1324.42,26435.47,3669.38,32.28,Education,Single,Bachelor,1,13,324.79,Standard,Low_spent_Medium_value_payments,1455.34,0,Journalist,Not Creditworthy
27,Female,72588.99,Entrepreneur,4,76075.02,12,10,Excellent,2,1031.21,14299.3,6339.58,40.26,Business,Single,Bachelor,1,20,822.21,Standard,High_spent_Medium_value_payments,298.13,10957.43,Lawyer,Not Creditworthy
39,Female,14293.11,Doctor,13,50000,36,7,Average,6,3491.37,7470.06,4166.67,37.67,Medical,Single,Master,1,23,293.84,Bad,Low_spent_Small_value_payments,1657.74,1896.84,Mechanic,Not Creditworthy
24,Female,142113.96,Musician,3,50000,84,20,Average,3,1037.68,24934.91,1041.67,41.19,Personal,Single,Diploma,1,33,257.67,Standard,Low_spent_Small_value_payments,2569.3,873.11,Writer,Not Creditworthy
42,Female,36151.31,Lawyer,20,104092.62,60,3,Average,3,563.28,28160.01,1734.88,36.56,Business,Divorced,Master,0,12,225,Standard,Low_spent_Large_value_payments,1382.82,0,Accountant,Creditworthy
39,Male,55163.54,Developer,14,191635.82,48,9,Poor,8,4912.8,35553.92,15969.65,31.88,Education,Married,Bachelor,1,26,365.35,Standard,High_spent_Large_value_payments,1369.54,1806.26,Lawyer,Not Creditworthy
45,Female,41746.76,Journalist,20,50000,60,14,Good,3,1936.79,8167.81,4166.67,30.09,Education,Single,Bachelor,1,7,600.11,Good,Low_spent_Medium_value_payments,539.74,0,Scientist,Not Creditworthy
18,Female,31633.54,Manager,0,50000,84,12,Average,3,846.45,4790.04,1041.67,35,Car,Single,PhD,1,16,152.12,_,Low_spent_Large_value_payments,91.84,6082.19,Writer,Not Creditworthy
45,Female,76208.52,Media_Manager,20,109041.98,24,21,Poor,1,1068.66,26272.23,9086.83,30.52,Business,Single,Bachelor,0,15,327.81,Standard,Low_spent_Small_value_payments,355.39,1164.14,Mechanic,Creditworthy
35,Male,10007.82,Journalist,12,52545.31,24,9,Good,7,2195.63,2162.75,2189.39,36.71,Business,Single,High School,0,7,498.4,Standard,High_spent_Small_value_payments,1138.71,0,Writer,Creditworthy
